player_id,player_name,jersey_number,match_number,match_id,match_date,opponent,competition,home_away,result,played,started,minutes_played,goals,assists,shots,shots_on_target,passes,passes_completed,pass_accuracy_percent,tackles,interceptions,clearances,crosses,dribbles,dribbles_successful,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,goals_conceded,clean_sheet,rating,player_of_match
105,Scott Carson,33,1,TBD_1,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,2,TBD_2,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,3,TBD_3,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,4,TBD_4,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,5,TBD_5,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,6,TBD_6,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,7,TBD_7,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,8,TBD_8,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,9,TBD_9,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,10,TBD_10,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,11,TBD_11,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,12,TBD_12,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,13,TBD_13,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,14,TBD_14,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,15,TBD_15,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,16,TBD_16,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,17,TBD_17,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,18,TBD_18,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,19,TBD_19,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,20,TBD_20,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,21,TBD_21,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,22,TBD_22,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,23,TBD_23,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,24,TBD_24,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,25,TBD_25,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,26,TBD_26,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,27,TBD_27,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,28,TBD_28,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,29,TBD_29,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,30,TBD_30,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,31,TBD_31,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,32,TBD_32,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,33,TBD_33,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
105,Scott Carson,33,34,TBD_34,TBD,TBD,TBD,TBD,TBD,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False
